System,Planet,Region,xcoord,ycoord,wiki
Hocatar,Attahox,Expansion Regions,474.429,-218.31,http://starwars.wikia.com/wiki/Attahox
Sepan,Sepan,Expansion Regions,426.098,-311.891,http://starwars.wikia.com/wiki/Sepan
Sepan,Wann Tsir,Expansion Regions,427.331,-325.083,http://starwars.wikia.com/wiki/Wann_Tsir
Freestanding Subsectors,Roxuli,Expansion Regions,-227.364,160.071,http://starwars.wikia.com/wiki/Roxuli
Freestanding Subsectors,Mendicat,Expansion Regions,-238.378,166.646,http://starwars.wikia.com/wiki/Mendicat
Freestanding Subsectors,Celdaru,Expansion Regions,-242.653,180.291,http://starwars.wikia.com/wiki/Celdaru
Freestanding Subsectors,Aruza,Expansion Regions,-223.846,-478.971,http://starwars.wikia.com/wiki/Aruza
Freestanding Subsectors,Lequabis,Expansion Regions,-213.045,-471.347,http://starwars.wikia.com/wiki/Lequabis
Freestanding Subsectors,Kayri,Expansion Regions,-207.804,-514.391,http://starwars.wikia.com/wiki/Kayri
Freestanding Subsectors,Taloraan,Expansion Regions,-242.27,-509.149,http://starwars.wikia.com/wiki/Taloraan
Freestanding Subsectors,Soun,Expansion Regions,-199.691,145.951,http://starwars.wikia.com/wiki/Soun
Freestanding Subsectors,Poviduze,Expansion Regions,-190.809,-489.454,http://starwars.wikia.com/wiki/Poviduze
,Selvaris,Inner Rim,-209.389,65.597,http://starwars.wikia.com/wiki/Selvaris
,Reecee,Inner Rim,-133.549,104.613,http://starwars.wikia.com/wiki/Reecee
,Rondai,Inner Rim,-127.631,172.782,http://starwars.wikia.com/wiki/Rondai
,Bengat,Inner Rim,-110.534,157.219,http://starwars.wikia.com/wiki/Bengat
,Bilbringi,Inner Rim,-121.384,161.274,http://starwars.wikia.com/wiki/Bilbringi
Seventh Security Zone,Walalla,Inner Rim,-154.839,-395.851,http://starwars.wikia.com/wiki/Walalla
Bamula,Donadus,Inner Rim,-157.799,-382.659,http://starwars.wikia.com/wiki/Donadus
,Mindabaal,Inner Rim,-160.018,-374.028,http://starwars.wikia.com/wiki/Mindabaal
,K'taktaxka,Inner Rim,-196.267,-467.239,http://starwars.wikia.com/wiki/K'taktaxka
,Shasfath,Inner Rim,-185.786,-457.006,http://starwars.wikia.com/wiki/Shasfath
,Jandur,Inner Rim,-128.085,-434.813,http://starwars.wikia.com/wiki/Jandur
,Korbin,Inner Rim,-108.727,-408.181,http://starwars.wikia.com/wiki/Korbin
,Tasariq,Inner Rim,-160.881,-417.305,http://starwars.wikia.com/wiki/Tasariq
,Neshtab,Inner Rim,-91.848,152.452,http://starwars.wikia.com/wiki/Neshtab
,Aphran,Inner Rim,-97.93,147.191,http://starwars.wikia.com/wiki/Aphran
,Meastrinnar,Inner Rim,-94.314,142.095,http://starwars.wikia.com/wiki/Meastrinnar
,Voltare,Inner Rim,-93.82,135.683,http://starwars.wikia.com/wiki/Voltare
,Carratos,Inner Rim,-90.039,124.998,http://starwars.wikia.com/wiki/Carratos
,Dulin,Inner Rim,-42.025,-487.09,http://starwars.wikia.com/wiki/Dulin_system
,Pa Tho,Inner Rim,-55.957,-475.377,http://starwars.wikia.com/wiki/Pa_Tho_(planet)
,Trevura,Inner Rim,-68.287,-471.431,http://starwars.wikia.com/wiki/Trevura
,Yn,Inner Rim,-38.942,-421.127,http://starwars.wikia.com/wiki/Yn
,Fennesa,Inner Rim,-42.518,-412.25,http://starwars.wikia.com/wiki/Fennesa
,Ord Lithone,Inner Rim,9.29,162.778,http://starwars.wikia.com/wiki/Ord_Lithone
,Datar,Inner Rim,55.895,162.569,http://starwars.wikia.com/wiki/Datar
,Milvayne,Inner Rim,50.047,153.369,http://starwars.wikia.com/wiki/Milvayne
Marcol,Barlok,Inner Rim,45.608,132.532,http://starwars.wikia.com/wiki/Barlok
,Paqualis III,Inner Rim,96.032,165.802,http://starwars.wikia.com/wiki/Paqualis_III
,Per Lupelo,Inner Rim,87.648,154.336,http://starwars.wikia.com/wiki/Per_Lupelo
,Drearia,Inner Rim,79.387,142.499,http://starwars.wikia.com/wiki/Drearia
,Champala,Inner Rim,71.373,129.307,http://starwars.wikia.com/wiki/Champala
,Tomo-Reth,Inner Rim,85.092,-405.807,http://starwars.wikia.com/wiki/Tomo-Reth
,Norah,Inner Rim,74.92,-421.712,http://starwars.wikia.com/wiki/Norah
,Mechis III,Inner Rim,92.767,-466.284,http://starwars.wikia.com/wiki/Mechis_III
,Renillis,Inner Rim,89.438,-479.599,http://starwars.wikia.com/wiki/Renillis_system
Givin Domain,Yag'Dhul,Inner Rim,86.479,-489.864,http://starwars.wikia.com/wiki/Yag%27Dhul
,Sukkult,Inner Rim,90.548,-497.631,http://starwars.wikia.com/wiki/Sukkult
,Laertos,Inner Rim,51.803,-476.455,http://starwars.wikia.com/wiki/Laertos
Jaso,Tauber,Inner Rim,74.273,-456.944,http://starwars.wikia.com/wiki/Tauber
Jaso,Thyferra,Inner Rim,65.951,-442.241,http://starwars.wikia.com/wiki/Thyferra
,Vanik,Inner Rim,38.949,-411.263,http://starwars.wikia.com/wiki/Vanik_system
Kiffu,Kiffu,Inner Rim,28.038,-431.329,http://starwars.wikia.com/wiki/Kiffu
,Janara,Inner Rim,5.32,-458.485,http://starwars.wikia.com/wiki/Janara_III
,Pitrolea,Inner Rim,6.184,-471.431,http://starwars.wikia.com/wiki/Pitrolea
,Ketal,Inner Rim,7.54,-482.651,http://starwars.wikia.com/wiki/Ketal
,Wroona,Inner Rim,97.298,-517.513,http://starwars.wikia.com/wiki/Wroona
Harrin,Harrin,Inner Rim,81.578,-502.162,http://starwars.wikia.com/wiki/Harrin
,Moorja,Inner Rim,75.753,-515.478,http://starwars.wikia.com/wiki/Moorja
,Calus,Inner Rim,68.17,-525.835,http://starwars.wikia.com/wiki/Calus
,Ukatis,Inner Rim,32.014,-515.571,http://starwars.wikia.com/wiki/Ukatis
,Shalam,Inner Rim,187.023,205.01,http://starwars.wikia.com/wiki/Shalam
,Bogden,Inner Rim,105.91,177.988,http://starwars.wikia.com/wiki/Bogden
,Omonoth,Inner Rim,126.979,106.621,http://starwars.wikia.com/wiki/Omonoth
,Mindor,Inner Rim,134.253,147.061,http://starwars.wikia.com/wiki/Mindor
,Tala,Inner Rim,209.474,60.043,http://starwars.wikia.com/wiki/Tala_system
Orus,Mantessa,Inner Rim,157.556,127.951,http://starwars.wikia.com/wiki/Mantessa
,Ejolus,Inner Rim,153.364,188.365,http://starwars.wikia.com/wiki/Ejolus
Orus,Poderis,Inner Rim,179.626,117.594,http://starwars.wikia.com/wiki/Poderis
Orus,Hijarna,Inner Rim,172.228,104.031,http://starwars.wikia.com/wiki/Hijarna
,Dagary Minor,Inner Rim,193.928,182.94,http://starwars.wikia.com/wiki/Dagary_Minor
Orus,Joiol,Inner Rim,185.894,101.008,http://starwars.wikia.com/wiki/Joiol
Darlonn,Vurdon Ka,Inner Rim,169.022,94.414,http://starwars.wikia.com/wiki/Vurdon_Ka
Adari,Adari,Inner Rim,169.804,77.983,http://starwars.wikia.com/wiki/Adari
,Sochi,Inner Rim,193.292,64.667,http://starwars.wikia.com/wiki/Sochi
Bright Jewel,Aleen,Mid Rim,37.917,232.62,http://starwars.wikia.com/wiki/Aleen
,Hillindor,Inner Rim,164.381,-364.185,http://starwars.wikia.com/wiki/Hillindor_system
,Atzerri,Inner Rim,189.4,-394.434,http://starwars.wikia.com/wiki/Atzerri
,Las Lagon,Inner Rim,144.551,-391.474,http://starwars.wikia.com/wiki/Las_Lagon
,Affa,Inner Rim,153.058,-391.937,http://starwars.wikia.com/wiki/Affa
,Foless,Colonies,110.228,-381.838,http://starwars.wikia.com/wiki/Foless
,Kooriva,Inner Rim,158.514,-424.394,http://starwars.wikia.com/wiki/Kooriva
,Heptalia,Inner Rim,180.707,-452.598,http://starwars.wikia.com/wiki/Heptalia
,Borao,Inner Rim,174.512,-460.088,http://starwars.wikia.com/wiki/Borao
,Vaklin,Inner Rim,190.232,-472.387,http://starwars.wikia.com/wiki/Vaklin
,Roundtree,Inner Rim,136.136,-466.653,http://starwars.wikia.com/wiki/Roundtree_system
,Arkam,Inner Rim,140.112,-472.479,http://starwars.wikia.com/wiki/Arkam_system
,Xeron,Inner Rim,133.824,-479.784,http://starwars.wikia.com/wiki/Xeron
,Beltrix III,Inner Rim,115.145,-436.415,http://starwars.wikia.com/wiki/Beltrix_III
,Bestine,Inner Rim,105.991,-410.801,http://starwars.wikia.com/wiki/Bestine
,Myrkr,Inner Rim,270.755,234.947,http://starwars.wikia.com/wiki/Myrkr
Nouane,Comkin V,Inner Rim,212.208,216.997,http://starwars.wikia.com/wiki/Comkin_V
Nouane,Telerath,Inner Rim,223.766,210.709,http://starwars.wikia.com/wiki/Telerath
Shataum,Kroctar,Inner Rim,234.216,206.271,http://starwars.wikia.com/wiki/Kroctar
Nouane,Nouane,Inner Rim,203.298,193.543,http://starwars.wikia.com/wiki/Nouane
,Phateem,Inner Rim,210.203,184.543,http://starwars.wikia.com/wiki/Phateem
,Levian,Inner Rim,258.443,192.77,http://starwars.wikia.com/wiki/Levian_Two
,Carest,Inner Rim,293.582,188.146,http://starwars.wikia.com/wiki/Carest_1
,Obroa-skai,Inner Rim,291.64,175.016,http://starwars.wikia.com/wiki/Obroa-skai
,Asrat,Inner Rim,271.944,156.706,http://starwars.wikia.com/wiki/Asrat
Larrin,Filordis,Inner Rim,238.839,146.997,http://starwars.wikia.com/wiki/Filordis
Zeemacht Cluster,Tirahnn,Inner Rim,262.46,119.502,http://starwars.wikia.com/wiki/Tirahnn
,Relatta,Inner Rim,224.27,113.214,http://starwars.wikia.com/wiki/Relatta_system
Anthos,Berchest,Inner Rim,209.844,127.455,http://starwars.wikia.com/wiki/Berchest
Ktilac Regions,Ktil,Inner Rim,285.948,87.6,http://starwars.wikia.com/wiki/Ktil
,Colla IV,Inner Rim,242.394,93.055,http://starwars.wikia.com/wiki/Colla_IV
,Berri,Inner Rim,224.362,66.331,http://starwars.wikia.com/wiki/Berri
,Kloper,Inner Rim,207.031,37.029,http://starwars.wikia.com/wiki/Kloper
Zaric,Korev VII,Inner Rim,224.604,33.68,http://starwars.wikia.com/wiki/Korev_VII
,Vorsia,Inner Rim,234.868,21.844,http://starwars.wikia.com/wiki/Vorsia_system
Neshig,Corvanni IV,Inner Rim,231.539,16.203,http://starwars.wikia.com/wiki/Corvanni_IV
,Gelviddis Cluster,Inner Rim,258.818,26.745,http://starwars.wikia.com/wiki/Gelviddis_Cluster
,Manress,Inner Rim,291.738,26.375,http://starwars.wikia.com/wiki/Manress
,H'ratth,Inner Rim,247.324,-13.901,http://starwars.wikia.com/wiki/H%27ratth
,Pavo Prime,Inner Rim,265.356,-15.381,http://starwars.wikia.com/wiki/Pavo_Prime
,Telti,Inner Rim,286.902,-6.966,http://starwars.wikia.com/wiki/Telti
,Dartessex IV,Inner Rim,258.328,-45.526,http://starwars.wikia.com/wiki/Dartessex_IV
,Mokk IX,Inner Rim,285.7,-52.092,http://starwars.wikia.com/wiki/Mokk_IX
,Fadden,Inner Rim,296.889,-131.617,http://starwars.wikia.com/wiki/Fadden
,Antar,Inner Rim,282.833,-210.402,http://starwars.wikia.com/wiki/Antar
,Ailon,Inner Rim,258.791,-243.507,http://starwars.wikia.com/wiki/Ailon
,Atapap I,Inner Rim,255.554,-249.333,http://starwars.wikia.com/wiki/Atapap_I
,Gendrah-Narvin,Inner Rim,244.088,-303.891,http://starwars.wikia.com/wiki/Gendrah-Narvin_system
Iseno,Iseno,Inner Rim,220.323,-307.682,http://starwars.wikia.com/wiki/Iseno
,Denon,Inner Rim,227.905,-316.559,http://starwars.wikia.com/wiki/Denon
,Perithal VI,Inner Rim,243.533,-330.152,http://starwars.wikia.com/wiki/Perithal_VI
,Sagar,Inner Rim,230.124,-335.608,http://starwars.wikia.com/wiki/Sagar_system
,Spirana,Inner Rim,257.126,-343.561,http://starwars.wikia.com/wiki/Spirana
,Ronyards,Inner Rim,230.864,-350.681,http://starwars.wikia.com/wiki/Ronyards
,Genon,Inner Rim,249.451,-359.188,http://starwars.wikia.com/wiki/Genon
Callia,Ord Vaxal,Inner Rim,257.588,-376.943,http://starwars.wikia.com/wiki/Ord_Vaxal
,Chardaan,Inner Rim,233.868,-399.16,http://starwars.wikia.com/wiki/Chardaan
,Babbadod,Inner Rim,234.063,-406.085,http://starwars.wikia.com/wiki/Babbadod
,Itani,Inner Rim,222.874,-415.239,http://starwars.wikia.com/wiki/Itani_system
,Shibric,Inner Rim,235.173,-437.248,http://starwars.wikia.com/wiki/Shibric
,Dargulli,Inner Rim,206.044,-441.964,http://starwars.wikia.com/wiki/Dargulli
,Paonid,Inner Rim,321.416,166.138,http://starwars.wikia.com/wiki/Paonid_system
,Gravan Seven,Inner Rim,339.54,160.682,http://starwars.wikia.com/wiki/Gravan_Seven
,Korda Six,Inner Rim,327.704,145.98,http://starwars.wikia.com/wiki/Korda_Six
,Pengalan,Inner Rim,332.738,133.465,http://starwars.wikia.com/wiki/Pengalan
,Dalcretti,Inner Rim,313.227,117.375,http://starwars.wikia.com/wiki/Dalcretti_system
,Taanab,Inner Rim,353.359,110.162,http://starwars.wikia.com/wiki/Taanab
Hapes Cluster,Hapes,Inner Rim,350.642,53.377,http://starwars.wikia.com/wiki/Hapes
Japrael,Onderon & Dxun,Inner Rim,370.615,17.405,http://starwars.wikia.com/wiki/Onderon
Hapes Cluster,Telkur Station,Inner Rim,336.289,41.925,http://starwars.wikia.com/wiki/Telkur_Station
Hapes Cluster,Chosper,Inner Rim,339.499,41.113,http://starwars.wikia.com/wiki/Chosper
Hapes Cluster,,Inner Rim,356.437,58.298,
Hapes Cluster,Andalia,Inner Rim,334.631,46.14,http://starwars.wikia.com/wiki/Andalia
Hapes Cluster,Sennex,Inner Rim,335.171,48.359,http://starwars.wikia.com/wiki/Sennex
Hapes Cluster,Daruvvia,Inner Rim,336.247,50.582,http://starwars.wikia.com/wiki/Daruvvia
Hapes Cluster,Ket,Inner Rim,336.565,52.222,http://starwars.wikia.com/wiki/Ket
Hapes Cluster,Lovola,Inner Rim,337.641,55.503,http://starwars.wikia.com/wiki/Lovola
Hapes Cluster,Maires,Inner Rim,337.923,57.267,http://starwars.wikia.com/wiki/Maires
Hapes Cluster,Vergill,Inner Rim,338.487,58.166,http://starwars.wikia.com/wiki/Vergill
Hapes Cluster,Modus,Inner Rim,339.951,58.872,http://starwars.wikia.com/wiki/Modus
Hapes Cluster,Charubah,Inner Rim,339.898,57.267,http://starwars.wikia.com/wiki/Charubah
Hapes Cluster,Cheruba,Inner Rim,342.809,56.985,http://starwars.wikia.com/wiki/Cheruba
Hapes Cluster,Relephon,Inner Rim,344.273,55.979,http://starwars.wikia.com/wiki/Relephon
Hapes Cluster,Wodan,Inner Rim,343.55,55.115,http://starwars.wikia.com/wiki/Wodan
Hapes Cluster,Divora,Inner Rim,341.609,53.704,http://starwars.wikia.com/wiki/Divora
Hapes Cluster,Algnadesh,Inner Rim,343.338,54.286,http://starwars.wikia.com/wiki/Algnadesh
Hapes Cluster,Sargon,Inner Rim,342.862,60.565,http://starwars.wikia.com/wiki/Sargon
Hapes Cluster,Febrini,Inner Rim,347.695,59.93,http://starwars.wikia.com/wiki/Febrini
Hapes Cluster,Zadaria,Inner Rim,348.453,58.854,http://starwars.wikia.com/wiki/Zadaria
Hapes Cluster,Phelope,Inner Rim,348.418,57.919,http://starwars.wikia.com/wiki/Phelope
Hapes Cluster,Jodaka,Inner Rim,341.383,49.158,http://starwars.wikia.com/wiki/Jodaka
Hapes Cluster,Stalsinek,Inner Rim,341.736,46.971,http://starwars.wikia.com/wiki/Stalsinek
Hapes Cluster,Nantuker,Inner Rim,344.092,44.87,http://starwars.wikia.com/wiki/Nantuker
Hapes Cluster,k'Farri,Inner Rim,347.496,42.348,http://starwars.wikia.com/wiki/k%27Farri
Hapes Cluster,Calfa,Inner Rim,356.104,47.04,http://starwars.wikia.com/wiki/Calfa
Hapes Cluster,Dreena,Inner Rim,358.468,49.333,http://starwars.wikia.com/wiki/Dreena
Hapes Cluster,Reboam,Inner Rim,360.144,53.672,http://starwars.wikia.com/wiki/Reboam
Hapes Cluster,Shedu Maad,Inner Rim,358.38,59.51,http://starwars.wikia.com/wiki/Shedu_Maad
Hapes Cluster,Terephon,Inner Rim,355.857,60.78,http://starwars.wikia.com/wiki/Terephon
Hapes Cluster,Zalori,Inner Rim,355.628,61.451,http://starwars.wikia.com/wiki/Zalori
Hapes Cluster,Orelon,Inner Rim,351.351,64.62,http://starwars.wikia.com/wiki/Orelon
Hapes Cluster,Rynmar,Inner Rim,353.594,62.461,http://starwars.wikia.com/wiki/Rynmar
Hapes Cluster,Rainboh,Inner Rim,356.007,63.534,http://starwars.wikia.com/wiki/Rainboh
Hapes Cluster,Roqoo Depot,Inner Rim,362.227,62.382,http://starwars.wikia.com/wiki/Roqoo_Depot
Hapes Cluster,Talcharaim,Inner Rim,345.801,51.708,http://starwars.wikia.com/wiki/Talcharaim
Hapes Cluster,Sivoria,Inner Rim,345.575,52.695,http://starwars.wikia.com/wiki/Sivoria
Hapes Cluster,Farnica,Inner Rim,345.604,53.627,http://starwars.wikia.com/wiki/Farnica
Hapes Cluster,Novi,Inner Rim,345.745,54.488,http://starwars.wikia.com/wiki/Novi
Hapes Cluster,Gallinore,Inner Rim,346.14,55.334,http://starwars.wikia.com/wiki/Gallinore
Hapes Cluster,Baldavia,Inner Rim,346.902,54.812,http://starwars.wikia.com/wiki/Baldavia
Hapes Cluster,Theselon,Inner Rim,347.763,54.586,http://starwars.wikia.com/wiki/Theselon
Hapes Cluster,Millinar,Inner Rim,347.636,53.57,http://starwars.wikia.com/wiki/Millinar
Hapes Cluster,Lalmy'ash,Inner Rim,347.805,52.667,http://starwars.wikia.com/wiki/Lalmy'ash
Hapes Cluster,Archais,Inner Rim,348.242,51.976,http://starwars.wikia.com/wiki/Archais
Hapes Cluster,Selab,Inner Rim,349.343,51.609,http://starwars.wikia.com/wiki/Selab
Hapes Cluster,Jovaria,Inner Rim,350.811,51.355,http://starwars.wikia.com/wiki/Jovaria
Hapes Cluster,Thrakia,Inner Rim,351.714,50.762,http://starwars.wikia.com/wiki/Thrakia
Hapes Cluster,Lemmi,Inner Rim,351.742,51.778,http://starwars.wikia.com/wiki/Lemmi
Hapes Cluster,Harterra,Inner Rim,349.893,52.06,http://starwars.wikia.com/wiki/Harterra
Hapes Cluster,Ut,Inner Rim,350.387,52.625,http://starwars.wikia.com/wiki/Ut
Hapes Cluster,Arabanth,Inner Rim,350.317,54.219,http://starwars.wikia.com/wiki/Arabanth
Hapes Cluster,Carlania,Inner Rim,350.049,55.236,http://starwars.wikia.com/wiki/Carlania
Hapes Cluster,Ediorung,Inner Rim,349.442,56.195,http://starwars.wikia.com/wiki/Ediorung
Hapes Cluster,Tumani,Inner Rim,350.698,56.11,http://starwars.wikia.com/wiki/Tumani
Hapes Cluster,Tinta,Inner Rim,351.657,55.687,http://starwars.wikia.com/wiki/Tinta
Hapes Cluster,Rbollea,Inner Rim,352.165,55.264,http://starwars.wikia.com/wiki/Rbollea
,Porus Vida,Inner Rim,385.484,37.137,http://starwars.wikia.com/wiki/Porus_Vida
Hapes Cluster,,Inner Rim,342.048,48.158,
Hapes Cluster,,Inner Rim,342.672,46.359,
Hapes Cluster,,Inner Rim,343.191,45.283,
Hapes Cluster,,Inner Rim,343.946,43.914,
Hapes Cluster,,Inner Rim,344.08,45.763,
Hapes Cluster,,Inner Rim,345.004,44.197,
Hapes Cluster,,Inner Rim,345.731,43.181,
Hapes Cluster,,Inner Rim,346.832,42.948,
Hapes Cluster,,Inner Rim,348.267,42.617,
Hapes Cluster,,Inner Rim,348.954,43.376,
Hapes Cluster,,Inner Rim,350.198,44.707,
Hapes Cluster,,Inner Rim,351.759,45.536,
Hapes Cluster,,Inner Rim,353.029,46.065,
Hapes Cluster,,Inner Rim,355.005,46.551,
Hapes Cluster,,Inner Rim,356.326,48,
Hapes Cluster,,Inner Rim,357.278,48.84,
Hapes Cluster,,Inner Rim,358.534,50.322,
Hapes Cluster,,Inner Rim,358.492,51.317,
Hapes Cluster,,Inner Rim,359.76,53.102,
Hapes Cluster,,Inner Rim,359.749,54.329,
Hapes Cluster,,Inner Rim,359.231,54.858,
Hapes Cluster,,Inner Rim,358.744,55.356,
Hapes Cluster,,Inner Rim,357.897,55.896,
Hapes Cluster,,Inner Rim,357.463,56.52,
Hapes Cluster,,Inner Rim,357.167,57.663,
Hapes Cluster,,Inner Rim,356.903,60.489,
Hapes Cluster,,Inner Rim,357.675,60.319,
Hapes Cluster,,Inner Rim,358.437,60.531,
Hapes Cluster,,Inner Rim,359.103,60.878,
Hapes Cluster,,Inner Rim,354.711,61.919,
Hapes Cluster,,Inner Rim,352.171,62.995,
Hapes Cluster,,Inner Rim,356.537,63.224,
Hapes Cluster,,Inner Rim,355.39,63.083,
Hapes Cluster,,Inner Rim,354.773,62.977,
Hapes Cluster,,Inner Rim,353.944,63.215,
Hapes Cluster,,Inner Rim,353.212,63.939,
Hapes Cluster,,Inner Rim,352.409,64.088,
Hapes Cluster,,Inner Rim,348.978,56.834,
Hapes Cluster,,Inner Rim,349.481,60.239,
Hapes Cluster,,Inner Rim,348.652,59.868,
Hapes Cluster,,Inner Rim,345.054,56.665,
Hapes Cluster,,Inner Rim,345.957,57.145,
Hapes Cluster,,Inner Rim,346.126,59.65,
Hapes Cluster,,Inner Rim,345.145,59.748,
Hapes Cluster,,Inner Rim,344.193,59.805,
Hapes Cluster,,Inner Rim,347.17,59.156,
Hapes Cluster,,Inner Rim,345.928,58.937,
Hapes Cluster,,Inner Rim,345.653,60.729,
Hapes Cluster,,Inner Rim,342.577,59.36,
Hapes Cluster,,Inner Rim,342.64,50.439,
Hapes Cluster,,Inner Rim,340.905,50.523,
Hapes Cluster,,Inner Rim,340.481,51.497,
Hapes Cluster,,Inner Rim,342.492,52.735,
Hapes Cluster,,Inner Rim,342.884,53.529,
Hapes Cluster,,Inner Rim,342.069,54.471,
Hapes Cluster,,Inner Rim,342.757,54.841,
Hapes Cluster,,Inner Rim,341.307,58.143,
Hapes Cluster,,Inner Rim,338.513,56.503,
Hapes Cluster,,Inner Rim,336.893,56.027,
Hapes Cluster,,Inner Rim,337.433,53.614,
Hapes Cluster,,Inner Rim,341.411,59.782,
Hapes Cluster,,Inner Rim,338.827,59.738,
Hapes Cluster,,Inner Rim,338.58,60.646,
Hapes Cluster,,Inner Rim,339.735,60.831,
Hapes Cluster,,Inner Rim,340.017,59.897,
Hapes Cluster,,Inner Rim,341.12,61.096,
Hapes Cluster,,Inner Rim,335.567,45.399,
Hapes Cluster,,Inner Rim,336.498,44.729,
Hapes Cluster,,Inner Rim,337.162,43.614,
Hapes Cluster,,Inner Rim,337.726,42.676,
Hapes Cluster,,Inner Rim,338.58,42.083,
Hapes Cluster,,Inner Rim,338.474,41.145,
Hapes Cluster,,Inner Rim,337.373,41.85,
Hapes Cluster,,Inner Rim,335.073,42.528,
Hapes Cluster,,Inner Rim,334.255,43.106,
Hapes Cluster,,Inner Rim,336.209,43.586,
Hapes Cluster,,Inner Rim,347.279,41.194,
Hapes Cluster,,Inner Rim,347.364,44.341,
Hapes Cluster,,Inner Rim,348.182,45.329,
Hapes Cluster,,Inner Rim,350.059,42.873,
Hapes Cluster,,Inner Rim,350.13,43.748,
Hapes Cluster,,Inner Rim,351.16,44.129,
Hapes Cluster,,Inner Rim,355.224,43.48,
Hapes Cluster,,Inner Rim,353.77,44.976,
Hapes Cluster,,Inner Rim,355.591,48.419,
Hapes Cluster,,Inner Rim,356.466,49.491,
Hapes Cluster,,Inner Rim,357.693,47.897,
Hapes Cluster,,Inner Rim,359.245,50.437,
Hapes Cluster,,Inner Rim,357.309,52.127,
Hapes Cluster,,Inner Rim,357.933,52.889,
Hapes Cluster,,Inner Rim,357.732,55.079,
Hapes Cluster,,Inner Rim,356.6,56.646,
Hapes Cluster,,Inner Rim,356.303,57.09,
Hapes Cluster,,Inner Rim,355.996,57.535,
Hapes Cluster,,Inner Rim,355.044,60.339,
Hapes Cluster,,Inner Rim,353.887,61.285,
Hapes Cluster,,Inner Rim,335.302,49.84,
Hapes Cluster,,Inner Rim,349.673,60.332,
Hapes Cluster,,Inner Rim,346.46,51.081,
Hapes Cluster,,Inner Rim,347.349,50.837,
Airon,Ambria,Inner Rim,370.708,-14.22,http://starwars.wikia.com/wiki/Ambria
Airon,Taboon,Inner Rim,368.951,-23.097,http://starwars.wikia.com/wiki/Taboon
Airon,Ithull,Inner Rim,376.164,-24.392,http://starwars.wikia.com/wiki/Ithull
Airon,Merson,Inner Rim,367.379,-36.505,http://starwars.wikia.com/wiki/Merson
,Virujansi,Inner Rim,369.413,-52.503,http://starwars.wikia.com/wiki/Virujansi
,Zeltros,Inner Rim,353.019,-69.569,http://starwars.wikia.com/wiki/Zeltros
,Mattri,Inner Rim,347.933,-90.097,http://starwars.wikia.com/wiki/Mattri_system
,Rasterous,Inner Rim,306.691,-90.745,http://starwars.wikia.com/wiki/Rasterous
Inner Cluster,Cona,Inner Rim,326.942,-120.151,http://starwars.wikia.com/wiki/Cona
,Manaan,Inner Rim,317.972,-144.193,http://starwars.wikia.com/wiki/Manaan
,Truuine,Inner Rim,305.026,-186.175,http://starwars.wikia.com/wiki/Truuine
Hutt Space,Tal Nami,Hutt Space,692.492,3.797,http://starwars.wikia.com/wiki/Tal_Nami
Hutt Space,Alee,Hutt Space,684.377,27.873,http://starwars.wikia.com/wiki/Alee
Hutt Space,Keldooine,Hutt Space,656.919,-84.046,http://starwars.wikia.com/wiki/Keldooine
Hutt Space,Nar Bo Sholla,Hutt Space,685.92,-93.735,http://starwars.wikia.com/wiki/Nar_Bo_Sholla
Hutt Space,Ilos,Hutt Space,677.863,-26.352,http://starwars.wikia.com/wiki/Ilos
Hutt Space,Ilos Minor,Hutt Space,691.515,-30.562,http://starwars.wikia.com/wiki/Ilos_Minor
Hutt Space,Kleeva,Hutt Space,687.331,-187.311,http://starwars.wikia.com/wiki/Kleeva
Hutt Space,Toydaria,Hutt Space,671.357,-170.813,http://starwars.wikia.com/wiki/Toydaria
Hutt Space,Tol Amn,Hutt Space,636.659,-160.469,http://starwars.wikia.com/wiki/Tol_Amn
Hutt Space,Runaway Prince,Hutt Space,647.919,-139.389,http://starwars.wikia.com/wiki/Runaway_Prince
Hutt Space,Jilrua,Hutt Space,651.261,-211.107,http://starwars.wikia.com/wiki/Jilrua
Hutt Space,Ganath,Hutt Space,686.526,-219.661,http://starwars.wikia.com/wiki/Ganath
Hutt Space,Ques,Hutt Space,775.797,103.063,http://starwars.wikia.com/wiki/Ques
Hutt Space,Terman,Hutt Space,771.673,105.898,http://starwars.wikia.com/wiki/Terman
Hutt Space,Cyborrea,Hutt Space,735.978,18.605,http://starwars.wikia.com/wiki/Cyborrea
Hutt Space,Dirha,Hutt Space,755.201,76.915,http://starwars.wikia.com/wiki/Dirha
Hutt Space,Kafane,Hutt Space,778.9,49.55,http://starwars.wikia.com/wiki/Kafane
Hutt Space,Klatooine,Hutt Space,774.4,96.254,http://starwars.wikia.com/wiki/Klatooine
Hutt Space,Nimia,Hutt Space,780.685,98,http://starwars.wikia.com/wiki/Nimia
Hutt Space,Vontor,Hutt Space,775.541,96.157,http://starwars.wikia.com/wiki/Vontor
Hutt Space,Nar Kreeta,Hutt Space,709.26,-35.558,http://starwars.wikia.com/wiki/Nar_Kreeta
Hutt Space,Nimban,Hutt Space,723.207,-33.631,http://starwars.wikia.com/wiki/Nimban
Hutt Space,Sionia,Hutt Space,731.614,-17.183,http://starwars.wikia.com/wiki/Sionia
Hutt Space,Mulatan,Hutt Space,759.099,-84.105,http://starwars.wikia.com/wiki/Mulatan
